Country,Region,Flag,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
New Zealand,Oceania,https://public.flourish.studio/country-flags/svg/nz.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001030415,0.001425406,0.001386548,0.001335006,0.010845371,0.017681717,0.028687025,0.050190071,0.148320153,0.171656937,0.184446998,0.177939783,0.422690039,0.737427112,0.735796969,1.094804765,1.235214494,1.717081648,1.851286797,2.192036714,2.301355615,2.217063339,2.300483013,2.421531473,2.359002311,2.072410429,2.060375656,2.193895812
North Macedonia,Europe,https://public.flourish.studio/country-flags/svg/mk.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647797631,1.048487228,0.910609974,0.946088819,0.833028201,0.811206696
Norway,Europe,https://public.flourish.studio/country-flags/svg/no.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007901211,0.015115512,0.015764642,0.020389274,0.129247567,0.148923255,0.253987581,0.345265453,0.449017782,0.446720374,0.514263108,0.476233582,0.683479642,0.740098156,0.955121031,1.089323003,1.213082172,1.008130322,1.351877126,1.837405785,2.819199572
Oman,Asia,https://public.flourish.studio/country-flags/svg/om.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,Asia,https://public.flourish.studio/country-flags/svg/pk.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126957976,0.264903886,0.244941856,0.400269131,0.56104221,0.807422017,1.196325473
Peru,Americas,https://public.flourish.studio/country-flags/svg/pe.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000819146,0.001213033,0.001006598,0.00117839,0.001524546,0.002308819,0.00222789,0.002245609,0.002107934,0.001998255,0.001975571,0.001799942,0.001653024,0.001602111,0.00142131,0.001245197,0.001235701,0.001195433,0.249649335,0.538298311,0.892504057,0.902182946,1.19550817,1.282202183
Philippines,Asia,https://public.flourish.studio/country-flags/svg/ph.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015041706,0.046996846,0.048842276,0.049898258,0.051767687,0.047823847,0.066630566,0.054901831,0.044404765,0.09721741,0.43406013,0.514893789,0.522976018,0.533221772,0.523368667
Poland,Europe,https://public.flourish.studio/country-flags/svg/pl.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249834,0,0.000481762,0.001006296,0.001026336,0.001364775,0.003826869,0.016744501,0.032692483,0.036950688,0.034172913,0.061397106,0.124822665,0.196269914,0.260927379,0.375871639,0.716274161,1.088642791,1.364432295,1.801279771,2.504591716,2.757947617,3.128073401,2.646587587,3.182484493
Portugal,Europe,https://public.flourish.studio/country-flags/svg/pt.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431522,0.001354325,0.001307571,0.005150476,0.013813609,0.021501936,0.018417441,0.023545333,0.041951359,0.089982438,0.121152,0.160521751,0.239870711,0.338416552,0.450641351,0.749033909,1.616687431,2.689680619,3.671543149,5.389720482,7.031451849,8.103195218,8.413919367,10.24320277,10.89559033,10.84562798,10.42477324,10.54304296,10.36563611,10.59851166,11.87597652
Qatar,Asia,https://public.flourish.studio/country-flags/svg/qa.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Europe,https://public.flourish.studio/country-flags/svg/ro.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000381247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576449,0.001781355,0.002950264,0.006051156,0.202760894,0.891805936,1.753807267,3.207543958,3.214474648,4.758910184,4.425901477,4.860254935,4.049935832,4.435808013
Russia,Europe,https://public.flourish.studio/country-flags/svg/ru.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34384E-05,0.000118039,0.00023398,0.000316057,0.000254455,0.000244391,0.000178583,0.000223056,0.000174713,0.000134173,0.000140229,0.000173543,0.00016814,0.00014348,0.003067736,0.004790934,0.004662604,0.004333219,0.007065174,0.009415667
Saudi Arabia,Asia,https://public.flourish.studio/country-flags/svg/sa.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Asia,https://public.flourish.studio/country-flags/svg/sg.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
