Country,Region,Flag,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Spain,Europe,https://public.flourish.studio/country-flags/svg/es.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001584918,0.001570521,0.001771329,0.001928184,0.002242094,0.002379603,0.003436002,0.002649438,0.002718971,0.002993332,0.0032879,0.003296852,0.004175281,0.005125558,0.006579249,0.008582595,0.00619282,0.01760575,0.073222334,0.380184756,0.962691757,1.095586037,1.366353449,1.888035988,2.154707624,2.278264823,2.265448268,2.198296639,2.267513154,1.983811149,2.366408344
Sri Lanka,Asia,https://public.flourish.studio/country-flags/svg/lk.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002419377,0.005128339,0.008275016,0.012678508,0.019164356,0.021624,0.023077372,0.024986109,0.028353901,0.029078402,0.028593855,0.032758845,0.037099367,0.052145058,0.112426202,0.152527572,0.242357711,0.618349463,0.813777491,0.916598917
Sweden,Europe,https://public.flourish.studio/country-flags/svg/se.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443625,0.000441899,0.000436888,0.000449114,0.000434687,0.000401631,0.00041373,0.000448265,0.000828574,0.000878854,0.000909146,0.000840598,0.000816647,0.000864265,0.001272158,0.001718296,0.003264385,0.003949155,0.005750163,0.007893758,0.015406468,0.020752606,0.041413708,0.062064111,0.096409394,0.166042018,0.239905529
Switzerland,Europe,https://public.flourish.studio/country-flags/svg/ch.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000856464,0.001667247,0.002461595,0.003293318,0.003920377,0.004960009,0.005976176,0.00559728,0.00635731,0.00762131,0.008587216,0.009445171,0.011618804,0.014002213,0.014114144,0.017039814,0.018594506,0.022633434,0.02776785,0.040385528,0.07179742,0.13431158,0.225206133,0.364690812,0.640646735,0.866363796,1.0918675,1.369622935,1.551425336,1.794701331
Taiwan,Asia,https://public.flourish.studio/country-flags/svg/tw.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000031744,6.81439E-05,8.58492E-05,0.000107532,0.000128978,0.000209116,0.000308858,0.000440609,0.000968011,0.001970235,0.005151964,0.014218633,0.034786234,0.066088264,0.104830501,0.167202526,0.211410547,0.312840602,0.497140264,0.767956463
Thailand,Asia,https://public.flourish.studio/country-flags/svg/th.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931888,0.00942156,0.009316579,0.010232066,0.012560733,0.019461961,0.095655728,0.236548554,0.352552381,0.418384267,0.578041086,0.76105293,0.80946553,0.810597323
Trinidad and Tobago,Americas,https://public.flourish.studio/country-flags/svg/tt.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296419,0.001367156,0.001901804,0.002615982,0.003432221,0.003420941,0.003342043,0.003454726,0.003785473,0.004284166,0.00446377,0.004518037,0.004561461,0.004451301,0.004985226,0.005862038,0.006567482,0.006153386,0.005856537,0.005833147
Turkey,Asia,https://public.flourish.studio/country-flags/svg/tr.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050327,0.000555219,0.000774133,0.001239181,0.003048424,0.030910888,0.157220638,0.408344483,1.11071115,1.501323371
Turkmenistan,Asia,https://public.flourish.studio/country-flags/svg/tm.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167144,0.000427745,0.000837395,0.001764363,0.002852551,0.003967806,0.005326266,0.005335963,0.004737587,0.004286238
Ukraine,Europe,https://public.flourish.studio/country-flags/svg/ua.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005324448,0.060103237,0.10775812,0.091676375,0.122265514,0.119432436,0.188029491,0.279864326,0.762392378
United Arab Emirates,Asia,https://public.flourish.studio/country-flags/svg/ae.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001793014,0.004929485,0.005219087,0.00578545,0.019228259,0.069322976,0.062789486,0.065890284,0.149871203,0.244920765,0.769382579
United Kingdom,Europe,https://public.flourish.studio/country-flags/svg/gb.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123031,0.0001182,0.000115227,0,0.000112205,0,0,0,0,0,0,0,0,0,0,0.000104666,0.000104145,0.000204516,0.000313771,0.000306161,0.000404453,0.0007948,0.001098768,0.001434262,0.001766427,0.002175502,0.00425325,0.027046785,0.147417806,0.218793566,0.465974757,0.850026282,1.181715972,1.298870281,1.454382351,1.454246183
United States,Americas,https://public.flourish.studio/country-flags/svg/us.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30571E-05,7.31036E-05,0.000147951,0.000193932,0.000140262,0.000116211,0.003132799,0.004581351,0.005918324,0.004985243,0.005676796,0.005886563,0.005907363,0.006012112,0.005872982,0.005746886,0.005579226,0.005458417,0.006152268,0.006313373,0.006351222,0.007079957,0.007548076,0.008336912,0.01086943,0.016556232,0.022043011,0.030792263,0.048646841,0.094708692,0.16282649,0.29178832,0.39554458,0.554177402,0.773265281,0.896336439,1.036576743
Uzbekistan,Asia,https://public.flourish.studio/country-flags/svg/uz.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152522,0.000353883,0.000799097,0.001903821
Venezuela,Americas,https://public.flourish.studio/country-flags/svg/ve.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695127,0.000797788,0.001336116,0.001395722,0.001811681,0.002429147,0.003037611,0.003154804,0.003241743,0.004734481
Vietnam,Asia,https://public.flourish.studio/country-flags/svg/vn.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002959079,0.002581589,0.002442151,0.002272191,0.002338347,0.002097063,0.001939963,0.002545924,0.027286956,0.904783017
